"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","GDP","TOT","USD_CAP","A","2011",44407.94207,
"DNK","GDP","TOT","USD_CAP","A","2012",44808.549212,
"DNK","GDP","TOT","USD_CAP","A","2013",46742.939663,
"DNK","GDP","TOT","USD_CAP","A","2014",47905.477079,
"DNK","GDP","TOT","USD_CAP","A","2015",49058.142344,
"DNK","GDP","TOT","USD_CAP","A","2016",51967.020438,
"DNK","GDP","TOT","USD_CAP","A","2017",55356.49009,
"DNK","GDP","TOT","USD_CAP","A","2018",57459.169626,
"DNK","GDP","TOT","USD_CAP","A","2019",60308.072261,
"FIN","GDP","TOT","USD_CAP","A","1976",5945.814799,"E"
"FIN","GDP","TOT","USD_CAP","A","1977",6312.742249,"E"
"FIN","GDP","TOT","USD_CAP","A","1978",6934.147895,"E"
"FIN","GDP","TOT","USD_CAP","A","1979",8023.666129,"E"
"FIN","GDP","TOT","USD_CAP","A","1980",9191.354685,
"FIN","GDP","TOT","USD_CAP","A","1981",10149.914102,
"FIN","GDP","TOT","USD_CAP","A","1982",11050.030676,
"FIN","GDP","TOT","USD_CAP","A","1983",11770.235365,
"FIN","GDP","TOT","USD_CAP","A","1984",12522.652961,
"FIN","GDP","TOT","USD_CAP","A","1985",13321.477929,
"FIN","GDP","TOT","USD_CAP","A","1986",13918.813689,
"FIN","GDP","TOT","USD_CAP","A","1987",14731.197355,
"FIN","GDP","TOT","USD_CAP","A","1988",15999.77628,
"FIN","GDP","TOT","USD_CAP","A","1989",17409.860808,
"FIN","GDP","TOT","USD_CAP","A","1990",18102.410883,
"FIN","GDP","TOT","USD_CAP","A","1991",17517.083718,
"FIN","GDP","TOT","USD_CAP","A","1992",17228.753019,
"FIN","GDP","TOT","USD_CAP","A","1993",17435.816507,
"FIN","GDP","TOT","USD_CAP","A","1994",18434.199087,
"FIN","GDP","TOT","USD_CAP","A","1995",19539.496806,
"FIN","GDP","TOT","USD_CAP","A","1996",20038.365756,
"FIN","GDP","TOT","USD_CAP","A","1997",21787.050734,
"FIN","GDP","TOT","USD_CAP","A","1998",23575.985475,
"FIN","GDP","TOT","USD_CAP","A","1999",24767.163974,
"FIN","GDP","TOT","USD_CAP","A","2000",26796.410421,
"FIN","GDP","TOT","USD_CAP","A","2001",27807.753126,
"FIN","GDP","TOT","USD_CAP","A","2002",28605.122922,
"FIN","GDP","TOT","USD_CAP","A","2003",29021.635677,
"FIN","GDP","TOT","USD_CAP","A","2004",31175.727708,
"FIN","GDP","TOT","USD_CAP","A","2005",32051.762889,
"FIN","GDP","TOT","USD_CAP","A","2006",34408.817577,
"FIN","GDP","TOT","USD_CAP","A","2007",37792.556693,
"FIN","GDP","TOT","USD_CAP","A","2008",40083.701943,
"FIN","GDP","TOT","USD_CAP","A","2009",38000.018769,
"FIN","GDP","TOT","USD_CAP","A","2010",38985.871994,
"FIN","GDP","TOT","USD_CAP","A","2011",40916.647325,
"FIN","GDP","TOT","USD_CAP","A","2012",40872.854802,
"FIN","GDP","TOT","USD_CAP","A","2013",41492.918416,
"FIN","GDP","TOT","USD_CAP","A","2014",41749.864733,
"FIN","GDP","TOT","USD_CAP","A","2015",42490.211049,
"FIN","GDP","TOT","USD_CAP","A","2016",44934.488245,
"FIN","GDP","TOT","USD_CAP","A","2017",47570.270354,
"FIN","GDP","TOT","USD_CAP","A","2018",49749.057567,
"FIN","GDP","TOT","USD_CAP","A","2019",51556.59032,
"FRA","GDP","TOT","USD_CAP","A","1976",6479.238738,
"FRA","GDP","TOT","USD_CAP","A","1977",7088.023637,
"FRA","GDP","TOT","USD_CAP","A","1978",7853.91076,
"FRA","GDP","TOT","USD_CAP","A","1979",8769.10167,
"FRA","GDP","TOT","USD_CAP","A","1980",9662.157878,
"FRA","GDP","TOT","USD_CAP","A","1981",10629.155007,
"FRA","GDP","TOT","USD_CAP","A","1982",11499.156212,
"FRA","GDP","TOT","USD_CAP","A","1983",12032.712346,
"FRA","GDP","TOT","USD_CAP","A","1984",12594.028357,
"FRA","GDP","TOT","USD_CAP","A","1985",13137.434985,
"FRA","GDP","TOT","USD_CAP","A","1986",13645.414288,
"FRA","GDP","TOT","USD_CAP","A","1987",14263.384717,
"FRA","GDP","TOT","USD_CAP","A","1988",15378.023256,
"FRA","GDP","TOT","USD_CAP","A","1989",16576.07541,
"FRA","GDP","TOT","USD_CAP","A","1990",17602.775122,
"FRA","GDP","TOT","USD_CAP","A","1991",18297.09381,
"FRA","GDP","TOT","USD_CAP","A","1992",18919.335638,
"FRA","GDP","TOT","USD_CAP","A","1993",19162.45698,
"FRA","GDP","TOT","USD_CAP","A","1994",19958.910936,
"FRA","GDP","TOT","USD_CAP","A","1995",20731.559765,
"FRA","GDP","TOT","USD_CAP","A","1996",21310.201946,
"FRA","GDP","TOT","USD_CAP","A","1997",22239.640072,
"FRA","GDP","TOT","USD_CAP","A","1998",23362.488152,
"FRA","GDP","TOT","USD_CAP","A","1999",24311.403864,
"FRA","GDP","TOT","USD_CAP","A","2000",26106.052895,
"FRA","GDP","TOT","USD_CAP","A","2001",27506.156751,
"FRA","GDP","TOT","USD_CAP","A","2002",28528.156107,
"FRA","GDP","TOT","USD_CAP","A","2003",28148.115653,
"FRA","GDP","TOT","USD_CAP","A","2004",29040.965294,
"FRA","GDP","TOT","USD_CAP","A","2005",30504.058784,
"FRA","GDP","TOT","USD_CAP","A","2006",32431.435631,
"FRA","GDP","TOT","USD_CAP","A","2007",34086.956799,
"FRA","GDP","TOT","USD_CAP","A","2008",35102.870428,
"FRA","GDP","TOT","USD_CAP","A","2009",34711.655714,
"FRA","GDP","TOT","USD_CAP","A","2010",35939.455835,
"FRA","GDP","TOT","USD_CAP","A","2011",37447.949543,
"FRA","GDP","TOT","USD_CAP","A","2012",37684.198067,
"FRA","GDP","TOT","USD_CAP","A","2013",39528.473644,
"FRA","GDP","TOT","USD_CAP","A","2014",40144.059485,
"FRA","GDP","TOT","USD_CAP","A","2015",40829.893311,
"FRA","GDP","TOT","USD_CAP","A","2016",42855.944562,
"FRA","GDP","TOT","USD_CAP","A","2017",44480.722199,
"FRA","GDP","TOT","USD_CAP","A","2018",46456.107107,"P"
"FRA","GDP","TOT","USD_CAP","A","2019",49225.564402,"P"
"DEU","GDP","TOT","USD_CAP","A","1976",6881.53109,"E"
"DEU","GDP","TOT","USD_CAP","A","1977",7568.446016,"E"
"DEU","GDP","TOT","USD_CAP","A","1978",8353.37988,"E"
"DEU","GDP","TOT","USD_CAP","A","1979",9419.231571,"E"
"DEU","GDP","TOT","USD_CAP","A","1980",10388.293726,"E"
"DEU","GDP","TOT","USD_CAP","A","1981",11414.669968,"E"
"DEU","GDP","TOT","USD_CAP","A","1982",12084.830089,"E"
"DEU","GDP","TOT","USD_CAP","A","1983",12790.409494,"E"
"DEU","GDP","TOT","USD_CAP","A","1984",13674.254435,"E"
"DEU","GDP","TOT","USD_CAP","A","1985",14468.172658,"E"
"DEU","GDP","TOT","USD_CAP","A","1986",15092.872195,"E"
"DEU","GDP","TOT","USD_CAP","A","1987",15677.249713,"E"
"DEU","GDP","TOT","USD_CAP","A","1988",16746.404424,"E"
"DEU","GDP","TOT","USD_CAP","A","1989",17951.878875,"E"
"DEU","GDP","TOT","USD_CAP","A","1990",19432.877676,"E"
"DEU","GDP","TOT","USD_CAP","A","1991",20955.50004,"B"
"DEU","GDP","TOT","USD_CAP","A","1992",21702.219369,
"DEU","GDP","TOT","USD_CAP","A","1993",21878.171782,
"DEU","GDP","TOT","USD_CAP","A","1994",22823.157071,
"DEU","GDP","TOT","USD_CAP","A","1995",23614.679946,
"DEU","GDP","TOT","USD_CAP","A","1996",24151.665336,
"DEU","GDP","TOT","USD_CAP","A","1997",24722.26844,
"DEU","GDP","TOT","USD_CAP","A","1998",25531.12268,
"DEU","GDP","TOT","USD_CAP","A","1999",26510.228697,
"DEU","GDP","TOT","USD_CAP","A","2000",27462.90882,
"DEU","GDP","TOT","USD_CAP","A","2001",28670.790607,
"DEU","GDP","TOT","USD_CAP","A","2002",29504.28924,
"DEU","GDP","TOT","USD_CAP","A","2003",30238.269264,
"DEU","GDP","TOT","USD_CAP","A","2004",31715.392519,
"DEU","GDP","TOT","USD_CAP","A","2005",32236.740986,
"DEU","GDP","TOT","USD_CAP","A","2006",34620.413592,
"DEU","GDP","TOT","USD_CAP","A","2007",36813.713454,
"DEU","GDP","TOT","USD_CAP","A","2008",38432.448211,
"DEU","GDP","TOT","USD_CAP","A","2009",37492.649447,
"DEU","GDP","TOT","USD_CAP","A","2010",39707.329953,
"DEU","GDP","TOT","USD_CAP","A","2011",42541.513126,
"DEU","GDP","TOT","USD_CAP","A","2012",43359.541048,
"DEU","GDP","TOT","USD_CAP","A","2013",44993.667838,
"DEU","GDP","TOT","USD_CAP","A","2014",47011.280402,
"DEU","GDP","TOT","USD_CAP","A","2015",47609.557159,
"DEU","GDP","TOT","USD_CAP","A","2016",50579.483717,
"DEU","GDP","TOT","USD_CAP","A","2017",52952.897774,
"DEU","GDP","TOT","USD_CAP","A","2018",54954.68658,
"DEU","GDP","TOT","USD_CAP","A","2019",55891.15984,
"GRC","GDP","TOT","USD_CAP","A","1976",5882.406538,"E"
"GRC","GDP","TOT","USD_CAP","A","1977",6334.247474,"E"
"GRC","GDP","TOT","USD_CAP","A","1978",7176.969517,"E"
"GRC","GDP","TOT","USD_CAP","A","1979",7928.333122,"E"
"GRC","GDP","TOT","USD_CAP","A","1980",8617.333021,"E"
"GRC","GDP","TOT","USD_CAP","A","1981",9204.0627,"E"
"GRC","GDP","TOT","USD_CAP","A","1982",9601.773052,"E"
"GRC","GDP","TOT","USD_CAP","A","1983",9813.07935,"E"
"GRC","GDP","TOT","USD_CAP","A","1984",10320.218344,"E"
"GRC","GDP","TOT","USD_CAP","A","1985",10871.977037,"E"
"GRC","GDP","TOT","USD_CAP","A","1986",11111.505892,"E"
"GRC","GDP","TOT","USD_CAP","A","1987",11091.188563,"E"
"GRC","GDP","TOT","USD_CAP","A","1988",11931.848664,"E"
"GRC","GDP","TOT","USD_CAP","A","1989",12803.215389,"E"
"GRC","GDP","TOT","USD_CAP","A","1990",13189.576297,"E"
"GRC","GDP","TOT","USD_CAP","A","1991",13940.312823,"E"
"GRC","GDP","TOT","USD_CAP","A","1992",14253.475422,"E"
"GRC","GDP","TOT","USD_CAP","A","1993",14278.985409,"E"
"GRC","GDP","TOT","USD_CAP","A","1994",14808.391538,"E"
"GRC","GDP","TOT","USD_CAP","A","1995",15395.287082,
"GRC","GDP","TOT","USD_CAP","A","1996",16110.16333,
"GRC","GDP","TOT","USD_CAP","A","1997",17149.86169,
"GRC","GDP","TOT","USD_CAP","A","1998",18032.977372,
"GRC","GDP","TOT","USD_CAP","A","1999",18464.726453,
"GRC","GDP","TOT","USD_CAP","A","2000",19524.703035,
"GRC","GDP","TOT","USD_CAP","A","2001",20963.822069,
"GRC","GDP","TOT","USD_CAP","A","2002",22615.957435,
"GRC","GDP","TOT","USD_CAP","A","2003",23871.921816,
"GRC","GDP","TOT","USD_CAP","A","2004",25439.31884,
"GRC","GDP","TOT","USD_CAP","A","2005",25577.445437,
"GRC","GDP","TOT","USD_CAP","A","2006",28510.877946,
"GRC","GDP","TOT","USD_CAP","A","2007",29284.612817,
"GRC","GDP","TOT","USD_CAP","A","2008",30855.935774,
"GRC","GDP","TOT","USD_CAP","A","2009",30381.482016,
"GRC","GDP","TOT","USD_CAP","A","2010",27934.317127,"B"
"GRC","GDP","TOT","USD_CAP","A","2011",25671.291223,
"GRC","GDP","TOT","USD_CAP","A","2012",24912.130664,
"GRC","GDP","TOT","USD_CAP","A","2013",25947.870627,
"GRC","GDP","TOT","USD_CAP","A","2014",26642.231958,
"GRC","GDP","TOT","USD_CAP","A","2015",26720.908773,
"GRC","GDP","TOT","USD_CAP","A","2016",27471.218206,
"GRC","GDP","TOT","USD_CAP","A","2017",28644.977147,
"GRC","GDP","TOT","USD_CAP","A","2018",29680.902369,"P"
"GRC","GDP","TOT","USD_CAP","A","2019",30869.249859,"P"
